ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
GCA_003314695.1_ASM331469v1,Albatrellus sp. MG142,MG142,PRJNA454572,2175974,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Albatrellaceae,Albatrellus,Albatrellus sp. MG142,1,F647BD20
GCA_930272555.1_Myrothecium_verrucaria_DSM_2087_genome,Albifimbria verrucaria,DSM 2087,PRJEB50709,1859699,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria verrucaria,1,FADCCC61
GCA_020081605.1_ASM2008160v1,Albifimbria verrucaria,IMI 368023,PRJNA736674,1859699,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria verrucaria,1,F4132733
GCA_021442215.1_ASM2144221v1,Albifimbria verrucaria,Mv01,PRJNA739802,1859699,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria verrucaria,1,F2DC5960
GCA_051623215.1_EHU_AYaman_Ill_Nano,Albophoma yamanashiensis,EHU_M98,PRJNA990765,1635095,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Albophoma,Albophoma yamanashiensis,1,F2166043
GCA_001600555.1_JCM_11844_assembly_v001,Albophoma yamanashiensis,JCM 11844,PRJDB3556;PRJDB3823,1635095,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Ophiocordycipitaceae,Albophoma,Albophoma yamanashiensis,1,F87FFEF0
GCA_043388365.1_UoE_Agrylli_1,Albopleistophora grylli,EB-2024a,PRJNA1168716,3367401,microsporidia,Microsporidia,,,,,Pleistophoridae,Albopleistophora,Albopleistophora grylli,1,F7740A5A
GCA_905337325.1_GTX0161_lecanoromycete,Alectoria fallacina,,PRJEB42325,1903189,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Alectoria,Alectoria fallacina,1,F8E3EB72
GCA_964257205.1_private_VT19_concoct_bin.7,Alectoria ochroleuca,,PRJEB77567,111641,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Alectoria,Alectoria ochroleuca,1,F3E65497
GCA_964255965.1_private_X12_concoct_bin.4,Alectoria sarmentosa,,PRJEB77567,111643,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Alectoria,Alectoria sarmentosa,1,F940A063
GCA_009733775.1_ASM973377v1,Alectoria sarmentosa,MAF-Lich 21536,PRJNA588068,111643,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Alectoria,Alectoria sarmentosa,1,F448824E
GCA_024752435.1_ASM2475243v1,Allantophomopsis cytisporea,ATCC 66955,PRJNA866153,1484957,dikarya,Ascomycota,,Leotiomycetes,,Phacidiales,Phacidiaceae,Allantophomopsis,Allantophomopsis cytisporea,1,F19F3CAE
GCA_024752465.1_ASM2475246v1,Allantophomopsis lycopodina,ATCC 66958,PRJNA866153,334518,dikarya,Ascomycota,,Leotiomycetes,,Phacidiales,Phacidiaceae,Allantophomopsis,Allantophomopsis lycopodina,1,FCEF1A0E
GCA_030581615.1_ASM3058161v1,Alloascoidea africana,NRRL Y-6762-3,PRJNA736342,27309,dikarya,Ascomycota,,Alloascoideomycetes,,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea africana,1,F5FD6588
GCA_001600815.1_JCM_7604_assembly_v001,Alloascoidea hylecoeti,JCM 7604,PRJDB3556;PRJDB3734,54196,dikarya,Ascomycota,,Alloascoideomycetes,,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea hylecoeti,1,F39431C9
GCA_030555715.1_ASM3055571v1,Alloascoidea hylecoeti,NRRL Y-17634,PRJNA736342,54196,dikarya,Ascomycota,,Alloascoideomycetes,,Alloascoideales,Alloascoideaceae,Alloascoidea,Alloascoidea hylecoeti,1,F0F65C2F
GCA_030565225.1_ASM3056522v1,Allodekkera sacchari,CBS 14167,PRJNA736342,1936035,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Allodekkera,Allodekkera sacchari,1,FC5AD718
GCA_027604705.1_ASM2760470v1,Allomyces arbusculus,Burma 1F,PRJNA581157,64504,fungi,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces arbusculus,1,FA629528
GCA_027604645.1_ASM2760464v1,Allomyces javanicus,California 12,PRJNA581158,64505,fungi,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces javanicus,1,FAFF0595
GCA_000151295.1_A_macrogynus_V3,Allomyces macrogynus ATCC 38327,ATCC 38327,PRJNA167910;PRJNA176382;PRJNA20563;PRJNA71873,578462,fungi,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces macrogynus,1,F5BE82F7
GCA_053542345.1_ASM5354234v1,Alternaria alstroemeriae,L6,PRJNA1328452,1111114,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alstroemeriae,1,FE536495
GCA_037044435.1_ASM3704443v1,Alternaria alstroemeriae,LH_A124,PRJNA1025352,1111114,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alstroemeriae,1,F2942A61
GCA_036971565.1_ALTB1129b1.0,Alternaria alternarina,TB-1129,PRJNA748521,1281297,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternarina,1,FF4CECA3
GCA_050711485.1_ASM5071148v1,Alternaria alternata,AEH-2221,PRJNA1264501,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F8249E79
GCA_050710795.1_ASM5071079v1,Alternaria alternata,AEH-2368,PRJNA1264501,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FAEE38C3
GCA_050710675.1_ASM5071067v1,Alternaria alternata,AEH-2430,PRJNA1264501,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7B94821
GCA_050710565.1_ASM5071056v1,Alternaria alternata,AEH-2437,PRJNA1264501,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FB1F9EBD
GCA_049724695.1_ASM4972469v1,Alternaria alternata,AEH-3014,PRJNA1241247,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FC77DC26
GCA_049724635.1_ASM4972463v1,Alternaria alternata,AEH-3049,PRJNA1241247,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F14ED62C
GCA_023079285.1_ASM2307928v1,Alternaria alternata,Altal1,PRJNA777748,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5433FA8
GCA_001443195.1_ASM144319v1,Alternaria alternata,ATCC 34957,PRJNA300540,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F20D5F27
GCA_047716545.1_ASM4771654v1,Alternaria alternata,ATCC 66981,PRJNA1190684,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F8B5C09D
GCA_001696825.1_ASM169682v1,Alternaria alternata,B2a,PRJNA309229,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FD238E68
GCA_014154925.1_ASM1415492v1,Alternaria alternata,B3,PRJNA644072,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6E5F075
GCA_022344995.1_ASM2234499v1,Alternaria alternata,BC2-RLR-17S,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FF34B482
GCA_022344985.1_ASM2234498v1,Alternaria alternata,C11,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5707052
GCA_022344955.1_ASM2234495v1,Alternaria alternata,C14,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FB57F9AE
GCA_022344925.1_ASM2234492v1,Alternaria alternata,C19,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6A63BB1
GCA_022344905.1_ASM2234490v1,Alternaria alternata,C20,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7A44216
GCA_022344885.1_ASM2234488v1,Alternaria alternata,C21,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F88C4DD0
GCA_022344895.1_ASM2234489v1,Alternaria alternata,C22,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6E2989A
GCA_022344875.1_ASM2234487v1,Alternaria alternata,C24,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5A60FF0
GCA_022344855.1_ASM2234485v1,Alternaria alternata,C25,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FC35217A
GCA_022344825.1_ASM2234482v1,Alternaria alternata,C4,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FFA954D6
GCA_022344835.1_ASM2234483v1,Alternaria alternata,C5,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F54A69F9
GCA_022344775.1_ASM2234477v1,Alternaria alternata,C6,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7FE0084
GCA_966194745.1_CS013_annot_assembly,Alternaria alternata,CS013,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FB95B37B
GCA_966194815.1_CS017_annot_assembly,Alternaria alternata,CS017,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FA637B73
GCA_966193915.1_CS026_annot_assembly,Alternaria alternata,CS026,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F60D41A5
GCA_966194805.1_CS038_annot_assembly,Alternaria alternata,CS038,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F590FE86
GCA_966194885.1_CS057_annot_assembly,Alternaria alternata,CS057,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FC238B33
GCA_966194895.1_CS085_annot_assembly,Alternaria alternata,CS085,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FCFF39C2
GCA_966194365.1_CS091_annot_assembly,Alternaria alternata,CS091,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F11A6367
GCA_966194965.1_CS092_annot_assembly,Alternaria alternata,CS092,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FA3A4E81
GCA_966194395.1_CS106_annot_assembly,Alternaria alternata,CS106,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F4492086
GCA_966194915.1_CS126_annot_assembly,Alternaria alternata,CS126,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FCEEBA64
GCA_966194375.1_CS133_annot_assembly,Alternaria alternata,CS133,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F24699D8
GCA_966193295.1_CS134_annot_assembly,Alternaria alternata,CS134,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FA1094F4
GCA_966194415.1_CS139_annot_assembly,Alternaria alternata,CS139,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F4328C05
GCA_966192815.1_CS152_annot_assembly,Alternaria alternata,CS152,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6BC6C40
GCA_966193275.1_CS185_annot_assembly,Alternaria alternata,CS185,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F0CCA189
GCA_966192775.1_CS311_annot_assembly,Alternaria alternata,CS311,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F44ED8A4
GCA_966192785.1_CS313_annot_assembly,Alternaria alternata,CS313,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FEBEED1E
GCA_966192515.1_CS314_annot_assembly,Alternaria alternata,CS314,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FC8B1D70
GCA_966192955.1_CS330_annot_assembly,Alternaria alternata,CS330,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F92F5463
GCA_966192795.1_CS339_annot_assembly,Alternaria alternata,CS339,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FDBE1EA6
GCA_966193015.1_CS371_annot_assembly,Alternaria alternata,CS371,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F2FEA233
GCA_966192595.1_CS403_annot_assembly,Alternaria alternata,CS403,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6D2750A
GCA_022344765.1_ASM2234476v1,Alternaria alternata,D3,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FEA21DA3
GCA_022344745.1_ASM2234474v1,Alternaria alternata,D4,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7345F5C
GCA_020736775.1_ASM2073677v1,Alternaria alternata,DET2001,PRJNA612050,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FACFE4F6
GCA_020736745.1_ASM2073674v1,Alternaria alternata,DET2010,PRJNA612050,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F9D43A20
GCA_020736755.1_ASM2073675v1,Alternaria alternata,DET2019,PRJNA612050,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5F6C73C
GCA_029891365.1_ASM2989136v1,Alternaria alternata,DZ,PRJNA956484,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FD54F18E
GCA_055769715.1_ASM5576971v1,Alternaria alternata,EC252,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5DEC8A2
GCA_055769695.1_ASM5576969v1,Alternaria alternata,EC300,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F478B294
GCA_055769815.1_ASM5576981v1,Alternaria alternata,EC344,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FCC5F954
GCA_051107915.1_ASM5110791v1,Alternaria alternata,EC5,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7F40F81
GCA_051107895.1_ASM5110789v1,Alternaria alternata,EC7,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FC1646FA
GCA_051107855.1_ASM5110785v1,Alternaria alternata,EC724,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F2CA340B
GCA_051107955.1_ASM5110795v1,Alternaria alternata,EC730,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6C83925
GCA_051107835.1_ASM5110783v1,Alternaria alternata,EC783,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F973017C
GCA_051107875.1_ASM5110787v1,Alternaria alternata,EC86,PRJNA957244,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F86EC5AA
GCA_022344705.1_ASM2234470v1,Alternaria alternata,EGS_44-110,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FB4CBBF0
GCA_022344695.1_ASM2234469v1,Alternaria alternata,EGS_44-159,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F3E4D36C
GCA_058224475.1_ASM5822447v1,Alternaria alternata,EOD115,PRJNA1137602,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F8E55C85
GCA_057128055.1_ASM5712805v1,Alternaria alternata,Eth.006.2.Aa,PRJNA1449241,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F8965BAE
GCA_016097525.1_ASM1609752v1,Alternaria alternata,EV-MIL-31,PRJNA666299,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F22037D7
GCA_004154755.1_ASM415475v1,Alternaria alternata,FERA 1177,PRJNA360212,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7897536
GCA_022344665.1_ASM2234466v1,Alternaria alternata,H1,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F90A63C1
GCA_022344655.1_ASM2234465v1,Alternaria alternata,H10,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F9F0E336
GCA_022344635.1_ASM2234463v1,Alternaria alternata,H11,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FE7C547A
GCA_022344625.1_ASM2234462v1,Alternaria alternata,H13,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FABA2BCA
GCA_022344615.1_ASM2234461v1,Alternaria alternata,H15,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F0DA1B72
GCA_022344575.1_ASM2234457v1,Alternaria alternata,H18,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FAB396BB
GCA_022344545.1_ASM2234454v1,Alternaria alternata,H19,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F1E1A421
GCA_022344555.1_ASM2234455v1,Alternaria alternata,H20,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F778BEB1
GCA_022344495.1_ASM2234449v1,Alternaria alternata,H23,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F0105D22
GCA_022344505.1_ASM2234450v1,Alternaria alternata,H3,PRJNA770139,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F35523D1
GCA_020449105.1_ASM2044910v1,Alternaria alternata,hznu325,PRJNA765893,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F741811B
GCA_011420255.1_NIBR_JS-0527_1.0,Alternaria alternata,JS-0527,PRJNA580035,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F53A1DB9
GCA_009650635.1_ASM965063v1,Alternaria alternata,JS-1623,PRJNA573812,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FC295BD0
GCA_046563045.1_ASM4656304v1,Alternaria alternata,Karbala-1,PRJNA1187237,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F48F2187
GCA_056822635.1_KAS5386_auto_new,Alternaria alternata,KAS5386,PRJNA702449,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F08DE5C0
GCA_056882425.1_KAS5497_auto_new,Alternaria alternata,KAS5497,PRJNA702449,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F0083931
GCA_020736765.1_ASM2073676v1,Alternaria alternata,KAS5516,PRJNA612050,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FD458113
GCA_040783835.1_ASM4078383v1,Alternaria alternata,KAS5743,PRJNA612050,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FBF9C9C4
GCA_056882405.1_KAS6096_auto_new,Alternaria alternata,KAS6096,PRJNA702449,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F6FC40DA
GCA_054051525.1_ASM5405152v1,Alternaria alternata,LG038,PRJNA1328952,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F42EDB9A
GCA_004634295.1_ASM463429v1,Alternaria alternata,MOD1-FUNGI5,PRJNA482816,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FE10DB2E
GCA_020736535.1_Altalt1,Alternaria alternata,MPI-PUGE-AT-0064,PRJNA371205,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F1953074
GCA_009932595.1_AaP1.0,Alternaria alternata,NAP07,PRJDB8072,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F07175E9
GCA_039700845.1_ASM3970084v1,Alternaria alternata,P02PL2,PRJNA1104117,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5520A4F
GCA_039700775.1_ASM3970077v1,Alternaria alternata,P04PR2,PRJNA1104117,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FCD5CAB7
GCA_018104255.1_ASM1810425v1,Alternaria alternata,PF1,PRJNA672824,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F474A63B
GCA_011420445.1_ASM1142044v1,Alternaria alternata,PN1,PRJNA548052,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F2405A8F
GCA_011420565.1_ASM1142056v1,Alternaria alternata,PN2,PRJNA548054,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F9F8D03D
GCA_966193245.1_RS002_annot_assembly,Alternaria alternata,RS002,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F9629425
GCA_966192895.1_RS007_annot_assembly,Alternaria alternata,RS007,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F83C2DE4
GCA_966193055.1_RS026_annot_assembly,Alternaria alternata,RS026,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,FB98A522
GCA_966194425.1_RS048_annot_assembly,Alternaria alternata,RS048,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F7F1B736
GCA_966195285.1_RS052_annot_assembly,Alternaria alternata,RS052,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F8AE4857
GCA_966194405.1_RS071_annot_assembly,Alternaria alternata,RS071,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F5120424
GCA_966195275.1_RS102_annot_assembly,Alternaria alternata,RS102,PRJEB93827,5599,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,1,F0D1AAC3
