GCF_000171015.1_TRIAT_v2.0,Trichoderma atroviride IMI 206040,IMI 206040,PRJNA19867,452589,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,1,FCDC0F6B
GCF_000167675.1_v2.0,Trichoderma reesei QM6a,QM6a,PRJNA15571,431241,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma reesei,1,FB3F41E8
GCF_000170995.1_TRIVI_v2.0,Trichoderma virens Gv29-8,Gv29-8,PRJNA19983,413071,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma virens,1,F9CAB4C4
20839,20840d20724
GCA_051943815.2_ASM5194381v2,Trichophyton rubrum,CBS 289.86,PRJNA1260449,5551,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton rubrum,1,F2556AB0
GCA_051943795.2_ASM5194379v2,Trichophyton rubrum,CBS 735.88,PRJNA1260449,5551,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton rubrum,1,F307BBBB
GCF_000293215.1_Trichosporon_asahii_1,Trichosporon asahii var. asahii CBS 2479,CBS 2479,PRJNA164647,1186058,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii,1,FCD542A0
GCA_018344375.1_ASM1834437v1,Wickerhamomyces anomalus,NRRL Y-366,PRJNA647756,4927,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces anomalus,1,F366B71E
GCF_000223465.1_Candida_tenuis_v1.0,Yamadazyma tenuis ATCC 10573,ATCC 10573,PRJNA33673,590646,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Yamadazyma,Yamadazyma tenuis,12,FE755BFD
GCA_009372015.1_YarliW29,Yarrowia lipolytica,PO1f,PRJNA347220,4952,dikarya,Ascomycota,,Dipodascomycetes,,Dipodascales,,Yarrowia,Yarrowia lipolytica,1,F74462F6
GCA_029230485.1_Zt10,Zymoseptoria tritici,Zt10,PRJNA890236,1047171,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,1,F4945880
22145,22148d22023
GCA_900099495.1_ZT1A5_complete_assembly,Zymoseptoria tritici ST99CH_1A5,,PRJEB15648,1276529,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,1,F22F2CE8
GCA_900184115.1_ST99CH_1E4,Zymoseptoria tritici ST99CH_1E4,,PRJEB20900,1276532,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,1,FD1F4F80
GCA_900184105.1_ST99CH_3D1,Zymoseptoria tritici ST99CH_3D1,,PRJEB20899,1276537,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,1,F1B0DEEA
GCA_900091695.1_Zt_ST99CH_3D7,Zymoseptoria tritici ST99CH_3D7,,PRJEB14341,1276538,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,1,F9363E16
GCA_030567675.1_ASM3056767v1,Candida arabinofermentans,NRRL YB-2248,PRJNA736342,130810,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Ogataea,Candida arabinofermentans,1,FE76143B
